english,rohingya,word_type,category
after dusk,ecáa baade,phrase.,general
after sunset,mogorib baade,phrase.,general
after that,yían or baade,phrase.,general
after that,yaar baade,phrase.,general
afternoon,duñíjja,n.,general
afternoon,beilfotta,n.,general
afternoon,beiláilla,n.,general
afterwards,yíar baade,adv.,general
again,abbar,adv.,general
again,dubara,adv.,general
again,arekbar,adv.,general
again,abár,adv.,general
again,pér,adv.,general
again,tsáni,adv.,general
against,uldha,prep.,general
against,hélaf,prep.,general
against,kélaf,prep.,general
against,biforit,prep.,general
age,boc,n.,general
age,umór,n.,general
age,cón,n.,general
age,zobana,n.,general
age,zomana,n.,general
agency,ejénsi,n.,general
agency,wakáala,n.,general
agenda,egendha,n.,general
agenda,forugram or liís,n.,general
agenda,mithíng or liís,n.,general
agenda,mocuwarar liís,n.,general
agenda,dosturakar,n.,general
agent,dalal,n.,general
agent,ején,n.,general
agent,wokil,n.,general
agent,nomainda,n.,general
aggravated,bicí hóraf goijjé,v.,general
aggravated,bicí hóraf gorídiyé,v.,general
aggravated,bicí naras goijjé,v.,general
aggravated,bicí sóngin banaiyé,v.,general
aggravated,hótara foida goijjé,v.,general
aggravated,hóraf goijjé,v.,general
aggregation,dola goróon,n.,general
aggregator,dola goróya,n.,general
aggression,ducmoni gorá,n.,general
aggression,hódfar ducmoni,n.,general
aggression,guccá loi hoñra hoñri,n.,general
aggressive,ducmoni,adj.,general
aggressive,bazábazi,adj.,general
aggressive,soktó,adj.,general
aggressive,hámla,adj.,general
aggressive,gáañr,adj.,general
aggressive,añçá,adj.,general
aggressive,hoijja,adj.,general
aggressive,súrai nofaréde,adj.,general
aggressive,lothki tákede,adj.,general
agitated,ocánti goijjé,v.,general
agitated,etaras goijjé,v.,general
agitated,hórkot ainné,v.,general
agitated,juddu jihát goijjé,v.,general
agitated,bezar laga,v.,general
ago,age,adv.,general
ago,foóila,adv.,general
agree,razi,v.,general
agree,monzur,v.,general
agree,ettefak,v.,general
agree,raazió,v.,general
agree,ettefákgor,v.,general
agree,mani,v.,general
agree,mano,v.,general
agree,mane,v.,general
agreed,raazi óiye,v.,general
agreed,monzur óiye,v.,general
agreed,ettefák óiye,v.,general
agreed,maniloiyé,v.,general
agreement,razinoma,n.,general
agreement,ettefáki,n.,general
agreement,monzurnoma,n.,general
agreement,milamicá,n.,general
ahead,muúntu,adv.,general
ahead,muúmmikka,adv.,general
ahead,uzuzu muúntu,adv.,general
aid,modot,n.,general
aid,emdad,n.,general
aid,modot gorá,n.,general
aim,niyot,n.,general
aim,moksót,n.,general
aim,hádef,n.,general
aim,niyotgor,v.,general
aimed,niyot goijjéde,adj.,general
aimed,niyot goijjé,v.,general
aimed,thík goijjé,v.,general
air,boiyar,n.,general
air,háwa,n.,general
air,batác,n.,general
air,geés,n.,general
air,hába,n.,general
air,ába,n.,general
air,feçor boiyar,n.,general
airline,éyarlain,n.,general
airline,plein or lain,n.,general
airline,háwar lain,n.,general
airplane,plein,n.,general
airplane,háwar zaáñs,n.,general
airplane,háwar buth,n.,general
airport,plein math,n.,general
airport,plein-or-math,n.,general
airport,háwar-zaáñs-ór-math,n.,general
airport,éyarpóuth,n.,general
airtight,kulluk maijja,adj.,general
airtight,háwa bon goijjá,adj.,general
airtight,háwa thaith goijjá,adj.,general
airway,plein or lain,n.,general
airway,niác ór rasta,n.,general
airway,niác or lain,n.,general
airways,plein or lain,n.,general
airways,háwar lain,n.,general
akin,korib,adj.,general
akin,lou bazáiya,adj.,general
akin,haçi aiccéde,adj.,general
alarm,elarám,n.,general
alarm,góndhi,n.,general
album,elbam,n.,general
alert,húñciar,v. adj.,general
alert,ózakták,v.,general
alert,úñciyar ták,v.,general
alert,seton ták,v.,general
algebra,eljibra,n.,general
alias,kíta nam,n.,general
alias,oinno nam,n.,general
alias,sónna,n.,general
alias,kopí,n.,general
align,fúainna gor,v.,general
align,uzugor,v.,general
align,hañsa uzugor,v.,general
alignment,mizan,n.,general
alignment,mizangorá,n.,general
alignment,uzugorá,n.,general
alive,zinda,adj.,general
alive,niác aséde,adj.,general
alive,lorerdé,adj.,general
all,beggín,adj.,general
all,beggún,adj.,general
all,kullé,adj.,general
all,kullé beggín,adj.,general
all,hárr,adj.,general
all,tamám,adj.,general
all,sób,adj.,general
all,sóbkúc,adj.,general
all,cóbai,adj.,general
all of them,tará beggún,adv.,general
all of us,añára beggún,adv.,general
all of you,tuáñra beggún,adv.,general
all together,mujmá,n.,general
all year round,fura bosór,adv.,general
allegation,elzam,n.,general
allegation,nalic,n.,general
allegation,tokrar,n.,general
allegation,daabi,n.,general
allegation,dawaa,n.,general
allege,elzamlagar,v.,general
alleged,elzam lagaiyé,v.,general
alleged,elzam lagagiyé,v.,general
alleged,elzam diya giyé,v.,general
alleged,elzam laga giyé,v.,general
allergen,elájin,n.,general
allergen,uñtaniciz,n.,general
alligator,kuñír,n.,general
allocate,boratgoríde,v.,general
allocate,biláide,v.,general
allocated,borat gorídiye,v.,general
allocated,borat gorí diya giyé,v.,general
allotted,borat gorídiye,v.,general
allotted,borat gorí diya giyé,v.,general
allow,ejazotdo,v.,general
allow,goittóudo,v.,general
allow,ejazot do,v.,general
allow,ejazot de,v.,general
allowance,hóssa,n.,general
allowed,ejazot diyé,v.,general
allowed,ejazot diya giyé,v.,general
allowing,ejazot der,v.,general
allowing,ejazot di,v.,general
allowing,ejazot diyóre,v.,general
almost,tokoriban,adv.,general
almost,prai,adv.,general
alone,hálika,adv.,general
alone,ehéla,adv.,general
alone,ekála,adv.,general
alone,ekgúilla,adv.,general
along,hañsabái,adv.,general
along,agagura,adv.,general
along,agafisá,adv.,general
along,muúmmíkka,adv.,general
along,hañsahañsa,adv.,general
along,fúañti,adv.,general
along,dhákbái,adv.,general
alpha,alpha,n. adj.,general
alpha,cúru,n. adj.,general
alphabet,alifbaa,n.,general
alphabet,abc,n.,general
alphabet,hórof ókkol,n.,general
alphabet,hórof or liís,n.,general
already,foóila,adv.,general
already,foóila yó,adv.,general
already,foóila loti,adv.,general
also,yó,adv.,general
also,údda,adv.,general
alter,bodol,v.,general
alternate,ekkán baade ekkán,adj.,general
alternate,bodola bodoli,adj.,general
alternate,udol budol,adj.,general
alternative,dusára,adj.,general
alternative,bodola,adj.,general
alternatively,bodola gorí,adv.,general
alternatively,oinno bodola gorí,adv.,general
alternatively,oinno torika hísafe,adv.,general
although,háñlaké,conj.,general
although,óileyo,conj.,general
although,agór,conj.,general
altogether,beggún fúañti,adv.,general
always,hámica,adv.,general
always,códai,adv.,general
always,nitti,adv.,general
always,dáaiman,adv.,general
always,lagatar,adv.,general
am,ói,adv.,general
am,asé,adv.,general
amazed,ammúk óiye,v.,general
amazed,ábbud óiye,v.,general
amazed,taajub óiye,v.,general
amber,rooñitta lal,v.,general
amber,lal óloiddá,v.,general
ambiguity,dui haça,n.,general
ambiguity,dui maáni,n.,general
ambiguity,maáni sáf noóde,n.,general
ambiguity,eçé yó noó uçé yó noó,n.,general
ambulance,biaraimma tuléde garí,n.,general
ambulance,biaraimma loizadé garí,n.,general
ambulance,embúléns,n.,general
ameliorate,aró bála goró,v.,general
ameliorate,aró gom goró,v.,general
amendment,sóiyigorá,n.,general
amendment,thíkgorá,n.,general
amendment,bodolagorá,n.,general
amenities,bála cúuidá,n.,general
amenities,gom cúuidá,n.,general
amenities,sóuloti,n.,general
amenities,cúuidá,n.,general
amenity,gór or sáman,n.,general
amenity,gór or thungthang sáman,n.,general
amid,mazé,prep.,general
amid,mazémaijja,prep.,general
amid,mazóttu,prep.,general
amid,mazóttin,prep.,general
amidst,mazé,prep.,general
amidst,mazémaijja,prep.,general
amidst,bútoremazé,prep.,general
ammunition,guli,n.,general
ammunition,baarus,n.,general
ammunition,buúm,n.,general
ammunition,boóm,n.,general
amnesty,aám mafí,n.,general
amnesty,mafdiya,n.,general
among,bútortu,prep.,general
amount,muth,n.,general
amount,muthmath,n.,general
amount,thiañ,n.,general
an,uggwá,art.,general
an,ekkán,art.,general
an,ek,art.,general
anal canal,molgór or rasta,n.,general
analysis,keén óiyede cek goróon,n.,general
analyst,tozziyakar,n.,general
analyst,saáisiti cekgoróya,n.,general
ancestor,bafdada,n.,general
ancestor,fordada,n.,general
ancestor,bafdada fordada,n.,general
ancestor,fissán,n.,general
ancestral,bafdadar,adj.,general
ancestral,fordadar,adj.,general
ancestral,bafdadar fordadar,adj.,general
ancestry,zat,n.,general
ancestry,háandan,n.,general
ancestry,egana guccí,n.,general
ancestry,rictadar,n.,general
ancestry,bafdadar manúic,n.,general
ancestry,bafdadar laçí,n.,general
anchor,nogol,n.,general
anchor,zaáñs ór nogol,n.,general
anchored,nogol maijja,adj.,general
anchored,nogol maijjé,v.,general
anchored,nogol mara giyé,v.,general
ancient,agor zobanar,n.,general
ancient,furana zobanar,n.,general
and,ar,conj.,general
and,arde,conj.,general
and,adde,conj.,general
and,aró,conj.,general
anecdotally,kissá dhóil gorí,adv.,general
anecdotally,futí dhóil gorí,adv.,general
anecdotally,kaháni dhóil gorí,adv.,general
anecdotally,hákiyot dhóil gorí,adv.,general
anecdotally,waakia dhóil gorí,adv.,general
anecdotally,rowayot dhóil gorí,adv.,general
anecdote,kissá,adv.,general
anecdote,futí,adv.,general
anecdote,kaháni,adv.,general
anecdote,hákiyot,adv.,general
anecdote,waakia,adv.,general
anecdote,rowayot,adv.,general
angel,fírista,n.,general
anger,guccá,n.,general
anger,rak,n.,general
anger,gozob,n.,general
angle,kun,n.,general
angle,kuna,n.,general
angled,kunakuinna,adj.,general
angry,guccá óiyede,adj.,general
angry,guccá óla,adj.,general
animal,janwar,n.,general
animal,fucú,n.,general
animal,zanwar,n.,general
animosity,ducmoni,n.,general
ankle,sulgirá,n.,general
ankle,théng or sulgirá,n.,general
ankle joint,sulgirár zura,n.,general
annihilation,áñzaiféloon,n.,general
annihilation,nam notákefán goróon,n.,general
announce,elangor,v.,general
announce,elande,v.,general
announced,elan goijjé,v.,general
announced,elan gorágiye,v.,general
announcement,elan,n.,general
announcement,elan goróon,n.,general
announcing,elan gorír,v.,general
announcing,elan gorázar de,v.,general
annoy,frecan gor,v.,general
anonymous,namsára,adj.,general
another,oinno uggwá,adj.,general
another,oinno ekkán,adj.,general
another,arekkán,adj.,general
another,aruggwá,adj.,general
another place,arek zaga,n.,general
another time,abbar,n.,general
another time,arekbar,n.,general
another time,oinnobar,n.,general
another time,oinno thaim,n.,general
another time,arek thaim,n.,general
answer,zuab,n.,general
answer,juab,n.,general
answer,zuabde,n.,general
answer,juabde,n.,general
answered,zuab diyé,v.,general
answered,zuab diya giyé,v.,general
answered,juab diyé,v.,general
ant,fiáñra,n.,general
antagonism,ducmoni,n.,general
antagonism,maramari,n.,general
antagonism,ínca,n.,general
antibiotic,enthibaiothík,n.,general
anticipated,acágoijjé,v.,general
anticipated,acágorágiye,v.,general
anticipated,foóila loti andaza goijjé,v.,general
anticipated,foóila loti andaza gorá giye,v.,general
anticipation,acágorá,n.,general
anticipation,andazgorá,n.,general
antipathy,nofórot,n.,general
antipathy,ducmoni,n.,general
antipathy,gín,n.,general
anus,fuñdor muk,n.,general
anus,molgór,n.,general
anus,fehánar rasta,n.,general
anus,baárezadé rasta,n.,general
anxiety,sinta,n.,general
anxiety,ocánti,n.,general
anxiety,frecani,n.,general
anxiety,dhor,n.,general
anxiety,gobra,n.,general
any,honó,adj.,general
any,zehonó,adj.,general
any of these signs,zehonó sáain iín,phrase.,general
any one of these,zehonó ekkán,phrase.,general
anybody,honíkka,pron.,general
anybody,honókiyó,pron.,general
anybody,zehoníkka,pron.,general
anybody,zehonókiyó,pron.,general
anyone,honíkka,pron.,general
anyone,zehoníkka,pron.,general
anyone,honókiyó,pron.,general
anyone,zekiyó,pron.,general
anyone,honóekzon,pron.,general
anyone,zeóibou óuk,pron.,general
anyway,zendila faros,adv.,general
anyway,zeén óibou óuk,adv.,general
anywhere,zehonózaga,adv.,general
apart,alok,adv.,general
apart,duré,adv.,general
apart,fárek,adv.,general
apartheid,zat-bákgorá,n.,general
apartheid,zat-bonraká,n.,general
apartheid,zati-bidec,n.,general
apartheid,rongbíd,n.,general
apartheid,zatzat alok gorá,n.,general
apartment,epáthmen,n.,general
apartment,fléth,n.,general
apartment,bildhíng ór híssa,n.,general
apparent,zahér,adj.,general
apparent,daházar,adj.,general
apparent,wazáa,adj.,general
apparently,zahérgori,adv.,general
apparently,nozori zahér gorí,adv.,general
apparently,sámme,adv.,general
appeal,afil gor,v.,general
appeal,apil gor,v.,general
appeal,afil,n.,general
appeal,apil,n.,general
appear,daháza,v.,general
appear,daházar,v.,general
appearance,cokol,n.,general
appearance,zahíri,n.,general
appeared,dahá giyé,v.,general
appeared,dahágiyéde,v.,general
appendices,bor añtir ahéri matár théma,n. pl.,general
appendices,bará añti ókkol,n.,general
appendices,baárgwá añti ókkol,n.,general
appendices,añtir moinna ókkol,n.,general
appendices,fisórtu baindá ókkol,n.,general
appendices,fisórtú lagaya ókkol,n.,general
appendices,fisáli jiníc,n.,general
appendix,bor añtir ahéri matár théma,n,general
appendix,bará añti,n.,general
appendix,baárgwá añti,n.,general
appendix,añtir moinna,n.,general
appendix,añtir matá,n.,general
appendix,baára añti,n.,general
appendix,fisáli jiníc,n.,general
appetite,búk,n.,general
appetite,búklaga,n.,general
apple,sép,n.,general
apple,sép gula,n.,general
appliance,sáman,n.,general
appliance,ham or ciz,n.,general
appliance,estemal ciz,n.,general
applicable,háçe,adj.,general
applicable,lage,adj.,general
applicable,lagazaa,adj.,general
applicable,lagifare,adj.,general
application,dorhás,n.,general
application,epligecén,n.,general
application,dorhás tulá,n.,general
application,tolob,n.,general
application,lagoon,n.,general
application,forugram,n.,general
apply,lago,v.,general
apply,laga,v.,general
apply,dorhás gor,v.,general
apply,tokaza gor,v.,general
apply,asór gor,v.,general
apply,amól gor,v.,general
apply,tolob gor,v.,general
apply,dholide,v.,general
apply,magilo,v.,general
apply,torika estemal gor,v.,general
apply,estemal ot an,v.,general
apply,estemal gor,v.,general
appoint,mokoror gor,v.,general
appoint,tía gora,v.,general
appoint,ham ot rak,v.,general
appoint,zimmade,v.,general
appointed,mokoror goijjé,v.,general
appointed,mokoror gorágiye,v.,general
appointed,ham ot raká giyé,v.,general
appointed,zimma diya giyé,v.,general
appointment,epuainmén,n.,general
appointment,thaimluwa,n.,general
appointment,mulakot,n.,general
appointment,waadadiya,n.,general
appointment,dolaóon,n.,general
appointment,dindiya,n.,general
appointment,dinluwa,n.,general
appointment,tarík luwa,n.,general
appointment,woktó luwa,n.,general
appointment,mulakot gorá,n.,general
appointment,muáid,n.,general
apportion,híssa gorá,v.,general
apportion,bák gorá,v.,general
apportion,baço,v.,general
appreciate,mozaloifari,v.,general
appreciate,maniloi,v.,general
appreciate,fosóngori,v.,general
appreciate,buzí,v.,general
appreciate,kíalgori,v.,general
appreciate,cúkuriagorí,v.,general
appreciate,baráiloi,v.,general
appreciate,saái,v.,general
appreciate,kimotdi,v.,general
appreciation,kimot raká,n.,general
appreciation,moza háa,n.,general
appreciation,buzá,n.,general
appreciation,cúkuria gorá,n.,general
appreciation,mani loon,n.,general
appreciation,kodor goróon,n.,general
apprentice,ham cíkoon,n.,general
apprentice,torbiot háñsil goróon,n.,general
approach,hañsé aiyó,v.,general
approach,hañsé foóñsó,v.,general
approach,korib aiyó,v.,general
approach,korib foóñsó,v.,general
approach,nozdik aiyó,v.,general
approached,hañsé aiccé,v.,general
approached,korib aiccé,v.,general
approached,nozdik aiccé,v.,general
approaching,hañsé aiyér,v.,general
appropriate,munaséf,adj.,general
appropriate,cúuida,adj.,general
appropriate,kuaicca,adj.,general
appropriate,cúndoijja,adj.,general
appropriate,ódodé,adj.,general
appropriate,bonedé,adj.,general
appropriate,borabordé,adj.,general
appropriately,munaséf gorí,adv.,general
appropriately,monaséf torika loi,adv.,general
appropriateness,munaséfi,n.,general
appropriateness,munaséf gorá,n.,general
appropriateness,munaséf wáa,n.,general
approval,monzuri,n.,general
approve,monzur gor,v.,general
approve,monzuride,v.,general
approve,monzuró,v.,general
approve,taarif gor,v.,general
approve,fosón gor,v.,general
approve,ejazot de,v.,general
approve,kobul gor,v.,general
approve,gom nozor loi dek,v.,general
approve,fosón nozor loi dek,v.,general
approve,manilo,v.,general
approved,monzur goijjéde,v.,general
approved,monzur goijjá,v.,general
approved,monzur gorágiye,v.,general
approximately,tokoriban,adv.,general
approximately,muthamuthi,adv.,general
approximately,korip korip,adv.,general
approximately,hañsé háicca gorí,adv.,general
approximately,ánik,adv.,general
apron,sámmor hoor hosara noóibélla,n.,general
aqua,faní,n.,general
aqua,fanír,n.,general
arbitrary,monzokká,adj.,general
arbitrary,zendila mone hoór,adj.,general
arbitrary,monmani,adj.,general
arbitrate,fáiselagor,v.,general
